Main_Category,Course_Title,Description,Course_Content,Lecturers_name
IT & Software,CompTIA Security Plus (SY0-601) Course | Comptia Security+,"Security+ is career. Join me for CompTIA Security Plus, Comptia security+ &amp; get Comptia security (SY0-601) certification","Every internet-connected person is affected by issues pertaining to cybersecurity. As a result, cybersecurity professionals are increasingly in-demand.. What is CompTIA Security+ exam?. Oak Academy offers top-rated CompTIA Security+ exam prep courses to help you prepare for the job market.",Oak Academy. OAK Academy Team
IT & Software,"CompTIA Security+ SY0-701 Full Course, Labs, and Study Plan",Pass your Security+ SY0-701 in 30 days or less on the first try. Full Study Plan with labs and practice exams.,CompTIA Security+ exam objectives. Attacks against networks. Methods to protect a network,"TIA Education, Andrew Ramdayal"
IT & Software,CompTIA Security+ Certification - SY0-401 (2014 Objectives),Study for the CompTIA Security+ Certification with Infinite Skills,Study and pass the CompTIA Security Exam,Infinite Skills
IT & Software,Intro to Cyber Security Certification - Security+ Boot Camp,Get a brief introduction to the Cyber Security Industry and Security+ Certification,Plan a career in the Cyber Security Industry. Get insight into the 'Six Domains' covered in the Security+ Exam. Obtain Cyber Security experience and build up your resume,Chad Russell
IT & Software,"CompTIA Security+ :Viruses,Threats and Compromise Indicators",Clear and Concise,Different kind of viruses. How malware affects the devices. Crypto Malwares and ransomwares,Anand Rao Nednur
IT & Software,Six 2021 CompTIA Security+ (SY0-601) Practice Tests w/PBQs,6 full-length SY0-601 practice exams * 6 PBQs * 540 questions * Timed exams * Detailed explanations for every question,Prepare for the CompTIA Security+ SY0-601 Exam. Six full-length Security+ practice tests that will prepare you to pass the exam on your first try!. Six simulated performance-based questions (PBQs) prepare you for the real exam,"Mike Chapple, Ph.D."
IT & Software,Comptia Security+ 601,CompTIA Security+ SY0-601 Course - Your path to the top cybersecurity certification in the world!,Learn the concepts of Information Security -  The right way. Become an effective Security engineer. Understand Security best practices and techniques to protect your data,Anand Rao Nednur
IT & Software,CompTIA Security+ (SY0-401) : The Complete Course,The Security+ certification from CompTIA is highly sought and it qualifies for a letter from the DoD.,"If students put in the hours required for this course, they should be able to pass the Security+ certification without a problem.. This course will teach the student the fundamental of Security+. This course will teach the important of security to those in the field, in a college or university program.",Lazaro (Laz) Diaz
IT & Software,CompTIA Security+ | Security Plus | (SY0-601) Certification,COMPLETE CompTIA Security+ 2022 (SY0-601): Preparation for the Best Cybersecurity! CompTIA Security+ Certification,You will learn the knowledge and gain the confidence to pass the CompTIA Security+ Certification exam. Passing the Security+ certification exam with confidence. Your new skills and the CompTIA Security+ Certification will help you land a network tech job or get that raise or advancement you are seeking.,PaceIT Academy. Mohammad Chowdhury
IT & Software,CompTIA Security+ (SY0-501) Certification Bootcamp,"Preparing you for the CompTIA Security+ exam, bootcamp style.","Threats, Attacks & Vulnerabilities. Identity & Access Management. Technologies & Tools",Jon Good
IT & Software,CompTIA Security+ (SY0-701): Comprehensive Practice Exams,"CompTIA Security+ (SY0-701) Certification Prep Plus: 360 Questions, PBQs, Detailed Explanations, 4 Full Practice Exams","Analyze Threats, Attacks, and Vulnerabilities. Understand common security issues and securely manage mobile devices. Grasp core concepts in secure application development, cloud, and virtualization","Nasser Alaeddine | Ph.D., CISSP, CISM, PMP"
IT & Software,CompTIA Security+ Cert(SY0-501): Security Administration,Everything you need to know about Security Administration to best prepare for your CompTIA Security+ Certification Exam,You will master the basic fundamentals of security administration.. This course is in compliance with the CompTIA Security+ exam.. Get ready to pass the Security+ Exam with Sybex's superior review materials based on the CompTIA approved content.,John Wiley & Sons
IT & Software,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02,Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"FULLY UPDATED FOR CLF-C01 & CLF-C02: Pass the AWS Certified Cloud Practitioner Certification. Full Practice Exam with Explanations included!. Learn the AWS Fundamentals (EC2, ELB, ASG, RDS, ElastiCache, S3)","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer"
IT & Software,AWS Certified Cloud Practitioner (CLF-C02) Exam Training,[2024] Earn your AWS Certified Cloud Practitioner Certification in 20 Days! Hands-on Exercises + AWS Bonus Practice Exam,MAXIMIZE YOUR TIME EFFICIENCY: Learn at your own pace with theory lectures and guided practical hands-on exercises. FULL-LENGTH PRACTICE TEST: Assess your exam readiness with 65 unique practice questions delivered in an exam simulation that is timed and scored. QUIZZES: At the end of each section you get to review your knowledge with a total of 120 unique quiz questions that test your understanding,"Neal Davis | AWS Certified Solutions Architect & Developer. Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate"
IT & Software,AWS Essentials,"Learn from AWS technical instructors about the AWS Platform, global infrastructure, security, and the core services.","Recognize terminology and concepts as they relate to the AWS platform and navigate the AWS Management Console.. Understand Amazon Elastic Cloud Compute (EC2), Amazon Virtual Private Cloud (VPC), Amazon Simple Storage Service (S3), and Amazon Elastic Block Store (EBS).. Learn about the security measures AWS provides and key concepts of AWS Identity and Access Management (IAM).",Amazon Web Services (AWS)
IT & Software,Introduction to AWS - Understand AWS basics in 2 hours!,"Updated  in 2024 - A quick, fun, and easy to follow introduction to AWS. Master AWS Fundamentals! Learn Hands-on Skills!","Learn basic concepts of key AWS services quickly. Use the AWS console to create EC2 instances, S3 buckets, and more!. Use downloadable PDF study quides to reinforce what you learn",Rick Crisci
IT & Software,AWS Business Essentials - The Business Value of AWS [2024],Learn the fundamentals of cloud computing and Amazon Web Services AWS | Build a business case for migrating to AWS Cloud,"Explore the value and advantages of the AWS Cloud. Discover the valuable ways in which the AWS platform can be utilized to improve businesses and organizations. Understand the robust security capabilities, controls and assurances in place to maintain data and network security","Neal Davis | AWS Certified Solutions Architect & Developer. Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate"
IT & Software,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),"AWS Serverless with AWS Lambda, API Gateway, Amazon DynamoDB, Step Functions, SAM, the Serverless Framework, CICD & more","Master AWS Lambda, API Gateway, DynamoDB, and Step Functions from the ground up (Full of Demos and Hands On). Streamline your development and deployment with AWS SAM as well as the Serverless Framework. Automate serverless deployment with AWS CI/CD tools like CodeCommit, CodeBuild and CodePipeline",Riyaz Sayyad. RIZMAXed by Riyaz Sayyad
